,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Government Renewables Action Tracker - Transaction Data (01/01/2015 - 06/30/2022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated 12/21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyer Data,,,,,,Transaction Overview,,,,,,,,,Development and Operation Details,,,,,,,,Data Source Details,,,,,,,,,,,,,,,,,,,,,,,
Ref. No.,Buyer Name,State,City Latitude,City Longitude,ISO or FERC Region,Announcement Year,Announcement Year (or Operations Year if Announcement Year unavailable),Announcement Date,Technology,Transaction Type,Size of Purchase (MW),DC/AC,Contract Length (Year),Energy Price in Year 1 ($/MWh),Utility Name,Utility Type,Developer Name,Project Name,Project Location,Project State,Operation Start Year,Estimated Annual Generation (MWh),Source 1,Source 2,Source 3,Source 4,Source 5,Notes,,,,,,,,,,,,,,,,,,
1042,Clyde,Ohio,41.3040468,-82.975069,PJM,2015,2015,09/23/2015,Solar,Off-site Physical PPA,3.600,,20,,American Electric Power (AEP) Energy,Investor-owned Utility,AEP Energy,City of Clyde Solar Energy Center,Clyde,Ohio,2016,,https://www.prnewswire.com/news-releases/aep-energy-to-build-solar-energy-center-for-clyde-ohio-300147772.html,,,,,,,,,,,,,,,,,,,,,,,
1043,Columbus [CCA],Ohio,39.9622601,-83.0007065,PJM,2021,2021,09/28/2021,Solar,Off-site Physical PPA,50.000,,5,,American Electric Power (AEP) Energy,Investor-owned Utility,SWACO/BQ Energy ,Columbus Solar Park (former landfill),Columbus,Ohio,2022,,"https://www.columbus.gov/Templates/Detail.aspx?id=2147521914#:~:text=September%2028%2C%202021-,Mayor%20Ginther%20and%20Community%20Partners%20Announce%20Details%20for%20New,Mayor%20Andrew%20J.&text=The%20Columbus%20Solar%20Park%20is,I-71%20in%20Grove%20City.",https://www.dispatch.com/story/news/2021/09/29/power-solar-farm-former-landfill-go-columbus-customers/5904868001/,,,,,,,,,,,,,,,,,,,,,,
1044,Cuyahoga County,Ohio,41.4301347,-81.690556,PJM,2017,2017,07/19/2017,Solar,Off-site Physical PPA,4.000,DC,25,,Cleveland Public Power,Municipal Utility,Energlogics Solar,Cuyahoga Urban Renewable Power I,Brooklyn,Ohio,2018,,https://www.martindale.com/legal-news/article_mcdonald-hopkins-llc_2500591.htm,https://enerlogics.com/portfolio/cuyahoga-urban-renewable-power-solar-project/,,,,,,,,,,,,,,,,,,,,,,
1045,Findlay,Ohio,41.0413873,-83.6503982,PJM,2022,2022,04/19/2022,Solar,On-site,1.000,,,,American Electric Power (AEP) Energy,Investor-owned Utility,,Findlay Water Pollution Control Center Solar,Findlay,Ohio,2022,"1,200",https://www.findlayohio.com/home/showpublisheddocument/12495/637865783166200000,https://thecourier.com/news/382293/findlay-takes-ownership-of-solar-farm/,,,,City took ownership of an old (at least 10 years old) but still operating solar farm as the company (owner) decided to donate.,,,,,,,,,,,,,,,,,,
1046,New Albany,Ohio,40.0811745,-82.8087864,PJM,,2021,,Solar,On-site,0.100,AC,30,,American Electric Power (AEP) Energy,Investor-owned Utility,McDaniel’s Construction Corporation,Public Service Complex Rooftop Solar,New Albany,Ohio,2021,133,https://www.dispatch.com/story/news/local/communities/new-albany/2021/09/08/city-of-new-albany-ohio-adding-solar-panels-to-public-service-building-roof-offset-energy-costs/5761282001/,https://newalbanyohio.org/news/2021/10/solar-panel-project-latest-example-of-new-albany-commitment-to-environmental-sustainability/,,,,,,,,,,,,,,,,,,,,,,
1047,Rittman,Ohio,40.9723644,-81.7811745,PJM,2021,2021,01/29/2021,Solar,On-site,1.145,DC,30,,NextEra Energy Resources,Investor-owned Utility,"Verde Solutions, Fresh Coast Solar",Rittman Water Facility Solar,Rittman,Ohio,2022,"1,546",https://www.rittman.com/AgendaCenter/ViewFile/Agenda/_01132020-136,https://www.the-daily-record.com/story/news/2022/03/11/rittman-getting-new-solar-field-power-77-wastewater-plant/6878540001/,,,,The solar project is built at a wastewater facility,,,,,,,,,,,,,,,,,,
1048,Wapakoneta,Ohio,40.5678265,-84.193559,PJM,2021,2021,04/29/2021,Solar,On-site,13.500,,,,Wapakoneta Public Power Utility,Non-municipal Public-owned Utility,Eitri Foundry,Solar farm at the intersection of county Road 25A and Short Road (Solar Phase 2),Wapakoneta,Ohio,2021,,https://www.limaohio.com/news/457738/wapakoneta-plans-to-add-second-larger-solar-field,https://www.limaohio.com/news/474139/solar-phase-2-underway-in-wapakoneta,http://wapakoneta.net/departments/electric-department/,,,,,,,,,,,,,,,,,,,,,
1049,Chickasaw Nation,Oklahoma,34.5428372,-97.221468,SPP,2020,2020,02/25/2020,Solar,Green Tariff,2.500,,,,Oklahoma Gas and Electric,Investor-owned Utility,,Chickasaw Nation – OG&E Solar Energy Center,Davis,Oklahoma,2020,,https://www.prnewswire.com/news-releases/oge-announces-new-solar-projects-with-chickasaw-and-choctaw-tribes-solar-energy-centers-to-be-built-in-davis-and-durant-oklahoma-301011146.html,,,,,,,,,,,,,,,,,,,,,,,
1050,Choctaw Nation,Oklahoma,34.5430051,-95.456549,SPP,2020,2020,02/26/2020,Solar,Green Tariff,2.500,,,,Oklahoma Gas and Electric,Investor-owned Utility,,Choctaw Nation – OG&E Solar Energy Center,Durant,Oklahoma,2020,,https://www.prnewswire.com/news-releases/oge-announces-new-solar-projects-with-chickasaw-and-choctaw-tribes-solar-energy-centers-to-be-built-in-davis-and-durant-oklahoma-301011146.html,,,,,,,,,,,,,,,,,,,,,,,
1051,Choctaw Nation,Oklahoma,34.5430051,-95.456549,SPP,2021,2021,04/21/2021,Solar,Green Tariff,5.000,,,,Oklahoma Gas and Electric,Investor-owned Utility,Oklahoma Gas and Electric,Choctaw Nation – OG&E Solar Energy Center Expansion,Durant,Oklahoma,2021,,https://www.prnewswire.com/news-releases/oge-announces-5-megawatt-solar-expansion-at-choctaw-nationoge-solar-energy-center-in-durant-oklahoma-301273261.html,,,,,,,,,,,,,,,,,,,,,,,
1052,Ashland,Oregon,42.1972487,-122.7153995,Northwest,2022,2022,01/03/2022,Solar,On-site,0.199,,,,Ashland Municipal Electric Utility,Municipal Utility,,New Wastewater Treatment Plant Solar Project,Ashland,Oregon,,,https://www.governing.com/next/ashland-approves-solar-for-new-wastewater-treatment-plant,https://www.ashland.or.us/SIB/files/Water_Treatment_Plant_Design_Update_FINAL.pdf,,,,The solar system will allow the plant to run for 178 days entirely on solar power. ,,,,,,,,,,,,,,,,,,
1053,Bend,Oregon,44.0581728,-121.31531,Northwest,2018,2018,,Solar,On-site,0.123,,20,,Pacific Power,Investor-owned Utility,,Water Filtration Facility (WFF) Solar Panel Installation Project,Bend,Oregon,2020,190,https://www.bendoregon.gov/home/showdocument?id=42177,,,,,,,,,,,,,,,,,,,,,,,
1054,Benton County,Oregon,44.494937,-123.4065679,Northwest,,2018,,Solar,On-site,0.020,,,,Pacific Power,Investor-owned Utility,A&R Solar,Benton County Health Services Building Solar Array,Benton County,Oregon,2018,,https://www.co.benton.or.us/sustainability/page/solar-county-buildings,,,,,,,,,,,,,,,,,,,,,,,
1055,Benton County,Oregon,44.494937,-123.4065679,Northwest,,2022,,Solar,On-site,0.021,,,,Pacific Power,Investor-owned Utility,,Benton County Lincoln Health Center Solar Array,Benton County,Oregon,2022,,https://www.co.benton.or.us/sustainability/page/solar-county-buildings,,,,,,,,,,,,,,,,,,,,,,,
1056,Benton County,Oregon,44.494937,-123.4065679,Northwest,2021,2021,07/01/2021,Solar,On-site,0.112,,,,Pacific Power,Investor-owned Utility,Energy Wise Systems,Benton County Law Enforcement Building Solar Array,Benton County,Oregon,2022,,https://www.co.benton.or.us/sustainability/page/solar-county-buildings,https://www.klcc.org/2022-04-21/benton-county-unveils-solar-project-on-law-enforcement-building,https://www.co.benton.or.us/publicworks/page/leb-solar-array-rfp,,,Funded by Pacific Power's Blue Sky Program and the Energy Trust of Oregon. A real-time dashboard is available online. ,,,,,,,,,,,,,,,,,,
1057,Benton County,Oregon,44.494937,-123.4065679,Northwest,2020,2020,09/30/2020,Solar,On-site,0.112,,,,Pacific Power,Investor-owned Utility,Energy Wise Systems,Benton County Kalapuya Building Solar Array,Benton County,Oregon,2020,,https://www.co.benton.or.us/sustainability/page/solar-county-buildings,https://oregoncleanpower.coop/portfolio/robust-experience/,https://lebanon-express.com/news/local/benton-county-building-becomes-latest-solarize-corvallis-project/article_3b4a30dc-d625-5f20-924d-2ec007492962.html,,,"Funded by community members via Solarize Corvallis, a joint initiative of the Corvallis Sustainability Coalition and the Oregon Clean Power Cooperative.",,,,,,,,,,,,,,,,,,
1058,Clatsop County,Oregon,45.980728,-123.66875,Northwest,2019,2019,01/17/2019,Solar,On-site,0.015,,,,Pacific Power,Investor-owned Utility,,,Clatsop County,Oregon,2019,,https://www.co.clatsop.or.us/county/page/solar-panel-array-installed-county-building,,,,,,,,,,,,,,,,,,,,,,,
1059,Corvallis,Oregon,44.5645659,-123.26204,Northwest,,2022,,Solar,On-site,0.098,,,,,,,Corvallis Linus Pauling Middle School,Benton County,Oregon,2022,,https://sustainablecorvallis.org/what-we-do/action-teams/energy/solarize-corvallis/,,,,,Part of Solarize Corvallis,,,,,,,,,,,,,,,,,,
1060,Corvallis,Oregon,44.5645659,-123.26204,Northwest,2016,2016,01/20/2016,Solar,On-site,0.100,,,,Pacific Power,Investor-owned Utility,,Corvallis Municipal Airport Solar,Corvallis,Oregon,2017,,https://www.gazettetimes.com/news/local/corvallis-unveils-new-solar-array-at-airport/article_854adcc7-6b7a-53a7-89d6-4dcc40303331.html,,,,,,,,,,,,,,,,,,,,,,,
1061,Corvallis,Oregon,44.5645659,-123.26204,Northwest,,2020,,Solar,On-site,0.100,,,,,,,Old Mill Center for Children and Families Solar Array,Benton County,Oregon,2020,,https://lebanon-express.com/news/local/benton-county-building-becomes-latest-solarize-corvallis-project/article_3b4a30dc-d625-5f20-924d-2ec007492962.html,https://sustainablecorvallis.org/what-we-do/action-teams/energy/solarize-corvallis/,,,,Part of Solarize Corvallis,,,,,,,,,,,,,,,,,,
1062,Corvallis,Oregon,44.5645659,-123.26204,Northwest,,2021,,Solar,On-site,0.117,,,,,,,Corvallis High School Solar Array,Benton County,Oregon,2021,,https://lebanon-express.com/news/local/benton-county-building-becomes-latest-solarize-corvallis-project/article_3b4a30dc-d625-5f20-924d-2ec007492962.html,https://sustainablecorvallis.org/what-we-do/action-teams/energy/solarize-corvallis/,,,,Part of Solarize Corvallis,,,,,,,,,,,,,,,,,,
1063,Corvallis,Oregon,44.5645659,-123.26204,Northwest,,2020,,Solar,On-site,0.150,,,,,,,Corvallis School District Office Solar Array,Benton County,Oregon,2020,,https://lebanon-express.com/news/local/benton-county-building-becomes-latest-solarize-corvallis-project/article_3b4a30dc-d625-5f20-924d-2ec007492962.html,https://oregoncleanpower.coop/portfolio/nonprofits/,https://sustainablecorvallis.org/what-we-do/action-teams/energy/solarize-corvallis/,,,Part of Solarize Corvallis,,,,,,,,,,,,,,,,,,
1064,Douglas County,Oregon,43.1922115,-123.1136,Northwest,2018,2018,,Solar,On-site,0.069,,,,Pacific Power,Investor-owned Utility,,,,,2018,,http://www.glidefire.org/solar-project-2019/,,,,,,,,,,,,,,,,,,,,,,,
1065,Eugene,Oregon,44.0505054,-123.09505,Northwest,,2017,,Solar,Community Solar,0.077,AC,,,Emerald People's Utility District,Municipal Utility,,Sharing Sun community solar,,,2017,,https://data.nrel.gov/submissions/114,https://www.cooperative.com/remagazine/articles/Pages/First-in-Oregon-for-Community-Solar.aspx,,,,,,,,,,,,,,,,,,,,,,
1066,Hood River County,Oregon,45.5311636,-121.64756,Northwest,2018,2018,07/25/2018,Solar,On-site,0.025,,,,Pacific Power,Investor-owned Utility,,,Hood County,Oregon,2018,,https://www.co.hood-river.or.us/index.asp?Type=B_BASIC&SEC=%7B63FC3150-2CB5-491B-8EDF-3B60CD2F57A9%7D,,,,,,,,,,,,,,,,,,,,,,,
1067,Lake County,Oregon,42.7702847,-120.45283,Northwest,2018,2018,12/28/2018,Solar,On-site,0.023,,,,Pacific Power,Investor-owned Utility,,,Lake County,Oregon,2018,,https://www.lakecountylibrary.org/library-news/powering-the-main-library,,,,,,,,,,,,,,,,,,,,,,,
1068,Portland,Oregon,45.5202471,-122.67419,Northwest,2016,2016,01/04/2016,Solar,On-site,0.070,,,,Pacific Power,Investor-owned Utility,,,Portland,Oregon,,,https://www.bizjournals.com/portland/blog/sbo/2016/01/north-portland-policeprecinct-is-going-solar.html,,,,,,,,,,,,,,,,,,,,,,,
1069,Portland,Oregon,45.5202471,-122.67419,Northwest,2019,2019,08/21/2019,Solar,Green Tariff,34.000,,15,,Portland General Electric,Investor-owned Utility,Avangrid Renewables,,Gilliam County,Oregon,2021,"46,600",https://www.portlandgeneral.com/our-company/news-room/news-releases/2019/08-21-2019-sustainability-leaders-claim-pges-green-future-impact-in-record-time,https://beta.portland.gov/bps/scg/renewable-energy,,,,,,,,,,,,,,,,,,,,,,
1070,Talent,Oregon,42.243808,-122.78892,Northwest,,2017,,Solar,On-site,0.016,,,,Pacific Power,Investor-owned Utility,True South Solar,,Talent,Oregon,2017,21,http://www.cityoftalent.org/Page.asp?NavID=171,,,,,,,,,,,,,,,,,,,,,,,
1071,Various Municipalities,Oregon,45.4871723,-122.80378,Northwest,2020,2020,,Solar,Green Tariff,21.000,,,,Portland General Electric,Investor-owned Utility,Avangrid Renewables,,Gilliam County,Oregon,,,https://www.portlandgeneral.com/business/power-choices-pricing/renewable-power/green-future-impact,,,,,,,,,,,,,,,,,,,,,,,
1072,Wallowa County,Oregon,45.5582608,-117.1990173,Northwest,2021,2021,12/15/2021,Solar,Community Solar,0.360,,20,,Pacific Power,Investor-owned Utility,Fleet Development,Enterprise's community solar farm at former asphalt plant,Enterprise,Oregon,,,https://www.wallowa.com/news/commissioners-ok-pilt-for-solar-farm/article_e2aca48a-5f71-11ec-a2b0-e737184a741b.html,,,,,,,,,,,,,,,,,,,,,,,
1073,Allegheny County,Pennsylvania,40.4597204,-79.976041,PJM,2019,2019,10/20/2019,Solar,On-site,3.000,,20,,Peoples Natural Gas,,Peoples Natural Gas,Pittsburgh International Airport Microgrid,Allegheny County,Pennsylvania,2021,,https://www.powermag.com/gas-solar-will-power-pittsburgh-airport-microgrid/,https://blueskypit.com/2021/01/25/airport-takes-first-step-to-add-solar-power/,https://www.prnewswire.com/news-releases/pittsburgh-international-airport-goes-live-with-first-of-its-kind-microgrid-powering-entire-facility-with-natural-gas-and-solar-energy-301333349.html,,,,,,,,,,,,,,,,,,,,,
1074,Chambersburg,Pennsylvania,39.9405903,-77.659862,PJM,2020,2020,05/21/2020,Solar,Off-site Physical PPA,19.500,DC,20,,Chambersburg Electric Department,Municipal Utility,Sun Tribe Development,,Hamilton Township,Pennsylvania,2021,,https://stateimpact.npr.org/pennsylvania/2020/06/04/south-central-pennsylvania-borough-makes-significant-commitment-to-solar-energy/,,,,,,,,,,,,,,,,,,,,,,,
1075,Fox Chapel,Pennsylvania,40.522924,-79.8913193,PJM,2021,2021,09/30/2021,Solar,On-site,0.127,,,,Duquesne Light Company,Investor-owned Utility,EIS Solar,Fox Chapel public work garages' solar arrays,Fox Chapel,Pennsylvania,2023,,https://www.dailyadvent.com/news/5f9aa359c5e9fbc98b8a936884c2a32c-Fox-Chapel-makes-its-mark-with-municipal-solar-energy,http://pge.libercus.net/.pf/page/176604/3,,,,,,,,,,,,,,,,,,,,,,
1076,Lansdale,Pennsylvania,40.2414952,-75.2837862,PJM,,2021,,Solar,On-site,0.108,,,,PPL Electric Utilities,Investor-owned Utility,,Borough hall solar array,Lansdale,Pennsylvania,2021,,https://www.thereporteronline.com/2021/04/20/lansdale-solar-system-latest-sign-of-going-green/,https://www.thereporteronline.com/2018/04/16/grant-awarded-for-new-lansdale-borough-solar-panel-systems/,,,,,,,,,,,,,,,,,,,,,,
1077,Lansdale,Pennsylvania,40.2414952,-75.2837862,PJM,,2021,,Solar,On-site,0.500,,,,PPL Electric Utilities,Investor-owned Utility,,Solar array at borough electric and wastewater complex on Ninth Street,Lansdale,Pennsylvania,2021,,https://www.thereporteronline.com/2021/04/20/lansdale-solar-system-latest-sign-of-going-green/,https://www.thereporteronline.com/2018/04/16/grant-awarded-for-new-lansdale-borough-solar-panel-systems/,,,,,,,,,,,,,,,,,,,,,,
1078,Municipal Authority of Westmoreland County (MAWC),Pennsylvania,40.2192258,-79.6097255,PJM,2021,2021,10/07/2021,Solar,On-site,3.000,AC,,,,,SolRiver Capital,MAWC solar project (virtual net metering),Westmoreland County,Pennsylvania,,"3,000",https://www.globenewswire.com/en/news-release/2021/10/07/2310300/0/en/SolRiver-Capital-Completes-3-MW-Virtual-Net-Metering-Solar-Project-in-Westmoreland-County-Pennsylvania.html,https://pv-magazine-usa.com/2021/10/07/solar-array-now-helps-power-a-wastewater-treatment-plant/,,,,,,,,,,,,,,,,,,,,,,
1079,Philadelphia,Pennsylvania,39.9527237,-75.163526,PJM,2018,2018,12/18/2018,Solar,Off-site Physical PPA,70.000,,20,44.50,Philadelphia Energy Authority,Municipal Utility,Energix Renewables,Adams Solar Project,Adams County,Pennsylvania,2023,,https://www.inquirer.com/philly/health/science/philly-owned-buildings-set-to-get-nearly-one-quarter-of-their-power-from-new-solar-farm-20181101.html,https://www.inquirer.com/science/climate/philadelphia-buildings-powered-by-solar-adams-20200918.html,https://phila.legistar.com/LegislationDetail.aspx?ID=3716629&GUID=5E90C0D9-5962-4B90-8799-8D7D39A93243&Options=ID%7CText%7C&Search=,https://philaenergy.org/energix-renewables-to-provide-22-of-the-city-of-philadelphias-electricity-from-solar-farm-by-end-of-2023/,,,,,,,,,,,,,,,,,,,,
1080,Somerset County,Pennsylvania,39.9980022,-79.0415528,PJM,2021,2021,07/21/2021,Solar,On-site,0.034,,,,,,,Mary S. Biesecker Public Library Solar array,Somerset,Pennsylvania,,30,https://www.dailyamerican.com/story/news/2021/07/21/solar-energy-grants-have-been-awarded-somerset-county-organizations/8019519002/,https://www.altoonamirror.com/life/community/2021/08/more-than-185k-in-sustainable-energy-grants-awarded/,,,,,,,,,,,,,,,,,,,,,,
1081,Southeastern Pennsylvania Transportation Authority,Pennsylvania,40.0139837,-75.300256,PJM,2019,2019,07/25/2019,Solar,Off-site Physical PPA,35.000,,20,28.65,,,Lightsource BP,,Franklin County,Pennsylvania,2021,"71,765",https://www.septa.org/media/releases/2019/7-25-19b.html,,,,,,,,,,,,,,,,,,,,,,,
1082,Upper Darby,Pennsylvania,39.9284459,-75.2737955,PJM,2021,2021,12/21/2021,Solar,On-site,0.103,DC,,,PECO,Investor-owned Utility,Exact Solar,Upper Darby Township building solar array,Upper Darby Township,Pennsylvania,,133,https://www.delcotimes.com/2021/12/21/upper-darby-installing-solar-panels-on-township-building/,,,,,,,,,,,,,,,,,,,,,,,
1083,Castañer,Puerto Rico,18.1801607,-66.8344049,,2022,2022,02/04/2022,Solar,Community Solar,0.225,,,,,,Cooperativa Hidroeléctrica de Montaña,Puerto Rican Solar Business Accelerator: Castañer microgrid project ,Castañer,Puerto Rico,,,https://irecusa.org/programs/puerto-rican-solar-business-accelerator/microgrid-pilot-projects/,,,,,Solar-plus-storage microgrid through the Puerto Rican Solar Business Accelerator (PRSBA) selected by the Interstate Renewable Energy Council (IREC). Public-private partnership. Funded by the U.S. Economic Development Administration,,,,,,,,,,,,,,,,,,
1084,Maricao,Puerto Rico,18.3908043,-66.3260816,,2022,2022,02/04/2022,Solar,Community Solar,0.075,,,,,,University of Puerto Rico—Mayagüez,Puerto Rican Solar Business Accelerator: Marical town center microgrid project ,Maricao,Puerto Rico,,,https://irecusa.org/blog/press-release/solar-energy-microgrid-will-power-maricao-puerto-rico-in-2022/,,,,,Solar-plus-storage microgrid through the Puerto Rican Solar Business Accelerator (PRSBA) selected by the Interstate Renewable Energy Council (IREC). Public-private partnership. Funded by the U.S. Economic Development Administration,,,,,,,,,,,,,,,,,,
1085,Narragansett,Rhode Island,41.4501021,-71.449501,New England (ISO-NE),2018,2018,11/28/2018,Solar,On-site,0.031,,25,,National Grid,Investor-owned Utility,Kearsarge Energy,South Kingston Solar Consortium,Various,Rhode Island,2018,,https://www.southkingstownri.com/DocumentCenter/View/2785/South-Kingstown-Solar-Consortium---Fact-Sheet,,,,,,,,,,,,,,,,,,,,,,,
1086,Narragansett,Rhode Island,41.4501021,-71.449501,New England (ISO-NE),2018,2018,11/28/2018,Solar,Off-site Physical PPA,1.094,,25,,National Grid,Investor-owned Utility,EDP Renewables North America LLC,University Solar Phase 1,West Greenwich,Rhode Island,,,https://www.southkingstownri.com/DocumentCenter/View/2785/South-Kingstown-Solar-Consortium---Fact-Sheet,,,,,,,,,,,,,,,,,,,,,,,
1087,North Smithfield,Rhode Island,41.9667652,-71.549507,New England (ISO-NE),2018,2018,,Solar,On-site,38.400,,,,,,Green Development,North Smithfield High School bathroom solar facility,North Smithfield,Rhode Island,,,https://www.valleybreeze.com/2021-01-20/woonsocket-north-smithfield/concession-stand-still-works-nshs#.YNNm8RNKhhE,https://www.ecori.org/smart-growth/2020/1/29/massive-solar-project-divides-north-smithfield,,,,,,,,,,,,,,,,,,,,,,
